 

stn;time;tre200s0
MOE;202304080950;8.7
MOE;202304081000;8.6
MOE;202304081010;8.6
MOE;202304081020;8.7
MOE;202304081030;8.8
MOE;202304081040;9.1
MOE;202304081050;9.4
MOE;202304081100;9.4
MOE;202304081110;9.7
MOE;202304081120;9.7
MOE;202304081130;10.2
MOE;202304081140;9.9
MOE;202304081150;10.0
MOE;202304081200;10.1
MOE;202304081210;10.2
MOE;202304081220;10.1
MOE;202304081230;10.2
MOE;202304081240;10.3
MOE;202304081250;10.4
MOE;202304081300;10.8
MOE;202304081310;10.6
MOE;202304081320;10.6
MOE;202304081330;10.6
MOE;202304081340;10.6
MOE;202304081350;10.6
MOE;202304081400;10.9
MOE;202304081410;11.0
MOE;202304081420;10.9
MOE;202304081430;11.0
MOE;202304081440;10.8
MOE;202304081450;11.0
MOE;202304081500;11.0
MOE;202304081510;11.2
MOE;202304081520;11.1
MOE;202304081530;11.1
MOE;202304081540;11.1
MOE;202304081550;11.0
MOE;202304081600;10.9
MOE;202304081610;10.8
MOE;202304081620;10.5
MOE;202304081630;9.8
MOE;202304081640;9.3
MOE;202304081650;9.1
MOE;202304081700;8.8
MOE;202304081710;8.7
MOE;202304081720;8.6
MOE;202304081730;8.6
MOE;202304081740;8.5
MOE;202304081750;8.2
MOE;202304081800;8.2
MOE;202304081810;8.1
MOE;202304081820;8.0
MOE;202304081830;7.9
MOE;202304081840;8.0
MOE;202304081850;7.9
MOE;202304081900;7.9
MOE;202304081910;8.0
MOE;202304081920;7.8
MOE;202304081930;7.7
MOE;202304081940;7.7
MOE;202304081950;7.5
MOE;202304082000;7.5
MOE;202304082010;7.6
MOE;202304082020;7.6
MOE;202304082030;7.6
MOE;202304082040;7.7
MOE;202304082050;7.7
MOE;202304082100;7.7
MOE;202304082110;7.7
MOE;202304082120;7.8
MOE;202304082130;8.0
MOE;202304082140;8.2
MOE;202304082150;8.2
MOE;202304082200;8.1
MOE;202304082210;7.7
MOE;202304082220;7.3
MOE;202304082230;6.9
MOE;202304082240;6.8
MOE;202304082250;5.9
MOE;202304082300;6.2
MOE;202304082310;6.1
MOE;202304082320;5.8
MOE;202304082330;5.0
MOE;202304082340;5.6
MOE;202304082350;5.3
MOE;202304090000;5.8
MOE;202304090010;5.8
MOE;202304090020;5.8
MOE;202304090030;5.2
MOE;202304090040;4.4
MOE;202304090050;4.4
MOE;202304090100;4.3
MOE;202304090110;4.4
MOE;202304090120;4.1
MOE;202304090130;4.0
MOE;202304090140;4.8
MOE;202304090150;5.1
MOE;202304090200;4.7
MOE;202304090210;4.5
MOE;202304090220;4.3
MOE;202304090230;4.3
MOE;202304090240;4.0
MOE;202304090250;2.7
MOE;202304090300;2.6
MOE;202304090310;3.7
MOE;202304090320;3.6
MOE;202304090330;3.7
MOE;202304090340;3.9
MOE;202304090350;3.9
MOE;202304090400;3.8
MOE;202304090410;3.9
MOE;202304090420;3.5
MOE;202304090430;3.1
MOE;202304090440;2.7
MOE;202304090450;3.0
MOE;202304090500;2.8
MOE;202304090510;3.1
MOE;202304090520;3.3
MOE;202304090530;3.4
MOE;202304090540;3.5
MOE;202304090550;3.8
MOE;202304090600;4.0
MOE;202304090610;4.6
MOE;202304090620;5.2
MOE;202304090630;5.4
MOE;202304090640;5.4
MOE;202304090650;5.6
MOE;202304090700;5.9
MOE;202304090710;6.0
MOE;202304090720;6.2
MOE;202304090730;6.4
MOE;202304090740;6.6
MOE;202304090750;6.8
MOE;202304090800;7.0
MOE;202304090810;7.3
MOE;202304090820;7.4
MOE;202304090830;7.8
MOE;202304090840;8.0
MOE;202304090850;8.4
MOE;202304090900;8.6
MOE;202304090910;9.0
MOE;202304090920;9.3
MOE;202304090930;9.6
MOE;202304090940;10.1
MOE;202304090950;10.5
MOE;202304091000;10.6
MOE;202304091010;10.7
MOE;202304091020;10.9
MOE;202304091030;11.0
MOE;202304091040;11.2
MOE;202304091050;11.3
MOE;202304091100;11.6
MOE;202304091110;11.9
MOE;202304091120;11.7
MOE;202304091130;12.0
MOE;202304091140;12.2
MOE;202304091150;12.2
MOE;202304091200;12.5
MOE;202304091210;12.6
MOE;202304091220;12.8
MOE;202304091230;12.8
MOE;202304091240;13.0
MOE;202304091250;13.0
MOE;202304091300;13.2
MOE;202304091310;13.3
MOE;202304091320;13.3
MOE;202304091330;13.3
MOE;202304091340;13.4
MOE;202304091350;13.4
MOE;202304091400;13.4
MOE;202304091410;13.4
MOE;202304091420;13.5
MOE;202304091430;13.4
MOE;202304091440;13.5
MOE;202304091450;13.4
MOE;202304091500;13.4
MOE;202304091510;13.4
MOE;202304091520;13.3
MOE;202304091530;13.3
MOE;202304091540;13.2
MOE;202304091550;13.3
MOE;202304091600;13.2
MOE;202304091610;13.2
MOE;202304091620;13.1
MOE;202304091630;13.0
MOE;202304091640;12.8
MOE;202304091650;12.7
MOE;202304091700;12.5
MOE;202304091710;12.3
MOE;202304091720;12.0
MOE;202304091730;11.9
MOE;202304091740;11.6
MOE;202304091750;11.3
MOE;202304091800;10.9
MOE;202304091810;10.4
MOE;202304091820;10.2
MOE;202304091830;9.9
MOE;202304091840;10.1
MOE;202304091850;9.6
MOE;202304091900;9.1
MOE;202304091910;8.4
MOE;202304091920;8.7
MOE;202304091930;8.2
MOE;202304091940;8.3
MOE;202304091950;8.9
MOE;202304092000;9.0
MOE;202304092010;8.9
MOE;202304092020;8.6
MOE;202304092030;8.4
MOE;202304092040;8.1
MOE;202304092050;7.5
MOE;202304092100;6.4
MOE;202304092110;5.8
MOE;202304092120;5.7
MOE;202304092130;5.3
MOE;202304092140;5.7
MOE;202304092150;6.3
MOE;202304092200;6.3
MOE;202304092210;5.7
MOE;202304092220;5.1
MOE;202304092230;4.9
MOE;202304092240;5.8
MOE;202304092250;4.9
MOE;202304092300;4.4
MOE;202304092310;4.7
MOE;202304092320;4.8
MOE;202304092330;4.9
MOE;202304092340;4.4
MOE;202304092350;4.2
MOE;202304100000;4.2
MOE;202304100010;4.2
MOE;202304100020;3.9
MOE;202304100030;5.0
MOE;202304100040;4.3
MOE;202304100050;3.6
MOE;202304100100;4.1
MOE;202304100110;4.2
MOE;202304100120;4.2
MOE;202304100130;4.0
MOE;202304100140;3.8
MOE;202304100150;3.8
MOE;202304100200;4.3
MOE;202304100210;4.3
MOE;202304100220;4.3
MOE;202304100230;4.1
MOE;202304100240;3.7
MOE;202304100250;3.9
MOE;202304100300;3.9
MOE;202304100310;3.7
MOE;202304100320;3.6
MOE;202304100330;3.6
MOE;202304100340;3.6
MOE;202304100350;3.6
MOE;202304100400;3.7
MOE;202304100410;3.7
MOE;202304100420;3.5
MOE;202304100430;3.3
MOE;202304100440;3.2
MOE;202304100450;3.3
MOE;202304100500;3.4
MOE;202304100510;3.6
MOE;202304100520;3.7
MOE;202304100530;3.6
MOE;202304100540;3.8
MOE;202304100550;3.8
MOE;202304100600;3.9
MOE;202304100610;4.0
MOE;202304100620;4.4
MOE;202304100630;4.7
MOE;202304100640;5.0
MOE;202304100650;5.2
MOE;202304100700;5.5
MOE;202304100710;5.9
MOE;202304100720;6.3
MOE;202304100730;6.7
MOE;202304100740;7.2
MOE;202304100750;7.6
MOE;202304100800;8.1
MOE;202304100810;8.4
MOE;202304100820;8.9
MOE;202304100830;9.3
MOE;202304100840;9.8
MOE;202304100850;9.9
MOE;202304100900;10.2
MOE;202304100910;10.6
MOE;202304100920;11.0
MOE;202304100930;11.2
MOE;202304100940;11.4
MOE;202304100950;11.6
MOE;202304101000;12.0
MOE;202304101010;12.2
MOE;202304101020;12.6
MOE;202304101030;12.8
MOE;202304101040;13.1
MOE;202304101050;13.5
MOE;202304101100;13.9
MOE;202304101110;13.9
MOE;202304101120;14.2
MOE;202304101130;14.4
MOE;202304101140;14.4
MOE;202304101150;14.9
MOE;202304101200;15.3
MOE;202304101210;15.4
MOE;202304101220;15.5
MOE;202304101230;15.8
MOE;202304101240;15.9
MOE;202304101250;16.0
MOE;202304101300;16.1
MOE;202304101310;16.2
MOE;202304101320;16.6
MOE;202304101330;16.6
MOE;202304101340;16.7
MOE;202304101350;16.7
MOE;202304101400;16.9
MOE;202304101410;16.9
MOE;202304101420;16.9
MOE;202304101430;16.9
MOE;202304101440;16.9
MOE;202304101450;17.0
MOE;202304101500;16.9
MOE;202304101510;16.8
MOE;202304101520;16.7
MOE;202304101530;16.8
MOE;202304101540;16.9
MOE;202304101550;16.9
MOE;202304101600;16.9
MOE;202304101610;16.6
MOE;202304101620;16.5
MOE;202304101630;16.5
MOE;202304101640;16.4
MOE;202304101650;16.1
MOE;202304101700;15.9
MOE;202304101710;15.5
MOE;202304101720;15.2
MOE;202304101730;15.6
MOE;202304101740;15.0
MOE;202304101750;15.2
MOE;202304101800;15.4
MOE;202304101810;15.0
MOE;202304101820;14.1
MOE;202304101830;14.2
MOE;202304101840;14.4
MOE;202304101850;14.4
MOE;202304101900;14.4
MOE;202304101910;14.0
MOE;202304101920;13.9
MOE;202304101930;13.9
MOE;202304101940;14.0
MOE;202304101950;13.9
MOE;202304102000;13.6
MOE;202304102010;12.6
MOE;202304102020;12.8
MOE;202304102030;13.0
MOE;202304102040;12.8
MOE;202304102050;11.8
MOE;202304102100;11.2
MOE;202304102110;11.2
MOE;202304102120;11.9
MOE;202304102130;11.8
MOE;202304102140;11.4
MOE;202304102150;11.3
MOE;202304102200;10.8
MOE;202304102210;11.1
MOE;202304102220;10.9
MOE;202304102230;11.2
MOE;202304102240;10.9
MOE;202304102250;10.6
MOE;202304102300;10.8
MOE;202304102310;10.8
MOE;202304102320;10.2
MOE;202304102330;10.3
MOE;202304102340;10.7
MOE;202304102350;10.6
MOE;202304110000;10.3
MOE;202304110010;10.3
MOE;202304110020;10.2
MOE;202304110030;9.7
MOE;202304110040;10.3
MOE;202304110050;10.0
MOE;202304110100;9.9
MOE;202304110110;10.8
MOE;202304110120;11.8
MOE;202304110130;12.3
MOE;202304110140;12.8
MOE;202304110150;12.7
MOE;202304110200;12.9
MOE;202304110210;12.9
MOE;202304110220;12.3
MOE;202304110230;11.4
MOE;202304110240;10.7
MOE;202304110250;10.5
MOE;202304110300;10.4
MOE;202304110310;10.3
MOE;202304110320;10.1
MOE;202304110330;9.8
MOE;202304110340;9.6
MOE;202304110350;9.6
MOE;202304110400;9.6
MOE;202304110410;9.6
MOE;202304110420;9.7
MOE;202304110430;9.7
MOE;202304110440;9.7
MOE;202304110450;9.7
MOE;202304110500;9.8
MOE;202304110510;9.9
MOE;202304110520;9.8
MOE;202304110530;9.7
MOE;202304110540;9.7
MOE;202304110550;9.7
MOE;202304110600;9.7
MOE;202304110610;9.8
MOE;202304110620;9.7
MOE;202304110630;9.6
MOE;202304110640;9.4
MOE;202304110650;9.1
MOE;202304110700;9.0
MOE;202304110710;8.8
MOE;202304110720;8.6
MOE;202304110730;8.5
MOE;202304110740;8.5
MOE;202304110750;8.6
MOE;202304110800;8.7
MOE;202304110810;8.7
MOE;202304110820;8.8
MOE;202304110830;8.7
MOE;202304110840;8.8
MOE;202304110850;8.9
MOE;202304110900;9.0
MOE;202304110910;9.2
MOE;202304110920;9.4
MOE;202304110930;9.8
MOE;202304110940;9.8
MOE;202304110950;9.8
MOE;202304111000;9.9
MOE;202304111010;9.9
MOE;202304111020;10.0
MOE;202304111030;10.1
MOE;202304111040;10.1
MOE;202304111050;10.3
MOE;202304111100;10.4
MOE;202304111110;10.3
MOE;202304111120;10.4
MOE;202304111130;10.4
MOE;202304111140;10.5
MOE;202304111150;10.6
MOE;202304111200;10.6
MOE;202304111210;10.9
MOE;202304111220;11.0
MOE;202304111230;11.0
MOE;202304111240;11.0
MOE;202304111250;11.3
MOE;202304111300;11.5
MOE;202304111310;11.5
MOE;202304111320;11.6
MOE;202304111330;11.8
MOE;202304111340;11.9
MOE;202304111350;11.9
MOE;202304111400;12.0
MOE;202304111410;12.0
MOE;202304111420;12.4
MOE;202304111430;12.3
MOE;202304111440;12.2
MOE;202304111450;12.2
MOE;202304111500;12.2
MOE;202304111510;12.3
MOE;202304111520;12.4
MOE;202304111530;12.3
MOE;202304111540;12.1
MOE;202304111550;12.0
MOE;202304111600;12.0
MOE;202304111610;11.9
MOE;202304111620;11.8
MOE;202304111630;11.7
MOE;202304111640;11.6
MOE;202304111650;11.8
MOE;202304111700;11.8
MOE;202304111710;11.7
MOE;202304111720;11.5
MOE;202304111730;11.0
MOE;202304111740;10.8
MOE;202304111750;10.5
MOE;202304111800;10.2
MOE;202304111810;9.9
MOE;202304111820;9.6
MOE;202304111830;9.4
MOE;202304111840;9.6
MOE;202304111850;9.8
MOE;202304111900;9.9
MOE;202304111910;9.4
MOE;202304111920;9.3
MOE;202304111930;9.1
MOE;202304111940;8.9
MOE;202304111950;9.1
MOE;202304112000;9.3
MOE;202304112010;9.0
MOE;202304112020;9.2
MOE;202304112030;9.1
MOE;202304112040;8.9
MOE;202304112050;9.1
MOE;202304112100;8.7
MOE;202304112110;8.6
MOE;202304112120;8.6
MOE;202304112130;8.6
MOE;202304112140;8.2
MOE;202304112150;7.8
MOE;202304112200;7.8
MOE;202304112210;7.5
MOE;202304112220;7.6
MOE;202304112230;7.8
MOE;202304112240;7.6
MOE;202304112250;7.5
MOE;202304112300;7.4
MOE;202304112310;7.5
MOE;202304112320;7.5
MOE;202304112330;7.6
MOE;202304112340;7.6
MOE;202304112350;7.7
MOE;202304120000;7.7
MOE;202304120010;7.6
MOE;202304120020;7.5
MOE;202304120030;7.4
MOE;202304120040;7.6
MOE;202304120050;7.6
MOE;202304120100;7.6
MOE;202304120110;7.5
MOE;202304120120;7.5
MOE;202304120130;7.5
MOE;202304120140;7.6
MOE;202304120150;7.5
MOE;202304120200;7.5
MOE;202304120210;7.6
MOE;202304120220;7.6
MOE;202304120230;7.6
MOE;202304120240;7.6
MOE;202304120250;7.7
MOE;202304120300;7.7
MOE;202304120310;7.7
MOE;202304120320;7.7
MOE;202304120330;7.8
MOE;202304120340;7.7
MOE;202304120350;7.7
MOE;202304120400;7.7
MOE;202304120410;7.7
MOE;202304120420;7.7
MOE;202304120430;7.7
MOE;202304120440;7.6
MOE;202304120450;7.6
MOE;202304120500;7.7
MOE;202304120510;7.7
MOE;202304120520;7.7
MOE;202304120530;7.8
MOE;202304120540;7.7
MOE;202304120550;7.7
MOE;202304120600;7.8
MOE;202304120610;7.8
MOE;202304120620;7.8
MOE;202304120630;7.9
MOE;202304120640;8.1
MOE;202304120650;8.2
MOE;202304120700;8.4
MOE;202304120710;8.4
MOE;202304120720;8.5
MOE;202304120730;8.6
MOE;202304120740;8.8
MOE;202304120750;9.0
MOE;202304120800;9.1
MOE;202304120810;9.1
MOE;202304120820;9.4
MOE;202304120830;9.7
MOE;202304120840;9.9
MOE;202304120850;10.2
MOE;202304120900;10.3
MOE;202304120910;10.4
MOE;202304120920;10.5
MOE;202304120930;10.7
MOE;202304120940;10.8
MOE;202304120950;10.6
MOE;202304121000;10.5
MOE;202304121010;10.5
MOE;202304121020;10.4
MOE;202304121030;10.3
MOE;202304121040;10.7
MOE;202304121050;11.0
MOE;202304121100;11.0
MOE;202304121110;11.0
MOE;202304121120;10.8
MOE;202304121130;10.9
MOE;202304121140;11.0
MOE;202304121150;11.0
MOE;202304121200;11.0
MOE;202304121210;11.4
MOE;202304121220;11.6
MOE;202304121230;12.0
MOE;202304121240;12.3
MOE;202304121250;12.4
MOE;202304121300;12.7
MOE;202304121310;13.2
MOE;202304121320;13.2
MOE;202304121330;13.0
MOE;202304121340;13.1
MOE;202304121350;12.8
MOE;202304121400;12.8
MOE;202304121410;12.6
MOE;202304121420;12.4
MOE;202304121430;12.3
MOE;202304121440;12.1
MOE;202304121450;11.8
MOE;202304121500;11.2
MOE;202304121510;11.4
MOE;202304121520;11.4
MOE;202304121530;11.3
MOE;202304121540;11.0
MOE;202304121550;10.8
MOE;202304121600;10.8
MOE;202304121610;11.0
MOE;202304121620;11.0
MOE;202304121630;10.7
MOE;202304121640;10.6
MOE;202304121650;10.2
MOE;202304121700;9.1
MOE;202304121710;8.9
MOE;202304121720;8.7
MOE;202304121730;8.6
MOE;202304121740;8.5
MOE;202304121750;8.4
MOE;202304121800;8.4
MOE;202304121810;8.4
MOE;202304121820;8.3
MOE;202304121830;8.2
MOE;202304121840;8.1
MOE;202304121850;8.0
MOE;202304121900;7.8
MOE;202304121910;7.7
MOE;202304121920;7.5
MOE;202304121930;7.5
MOE;202304121940;7.5
MOE;202304121950;7.6
MOE;202304122000;7.7
MOE;202304122010;7.7
MOE;202304122020;7.5
MOE;202304122030;7.3
MOE;202304122040;7.1
MOE;202304122050;6.9
MOE;202304122100;6.7
MOE;202304122110;6.6
MOE;202304122120;6.2
MOE;202304122130;6.2
MOE;202304122140;6.2
MOE;202304122150;6.2
MOE;202304122200;6.3
MOE;202304122210;6.3
MOE;202304122220;6.3
MOE;202304122230;6.2
MOE;202304122240;6.2
MOE;202304122250;6.2
MOE;202304122300;6.1
MOE;202304122310;6.1
MOE;202304122320;6.3
MOE;202304122330;6.5
MOE;202304122340;6.3
MOE;202304122350;5.9
MOE;202304130000;5.0
MOE;202304130010;4.8
MOE;202304130020;4.7
MOE;202304130030;4.4
MOE;202304130040;4.1
MOE;202304130050;4.0
MOE;202304130100;4.1
MOE;202304130110;4.3
MOE;202304130120;4.2
MOE;202304130130;4.0
MOE;202304130140;4.1
MOE;202304130150;3.8
MOE;202304130200;3.5
MOE;202304130210;3.5
MOE;202304130220;4.0
MOE;202304130230;4.5
MOE;202304130240;4.5
MOE;202304130250;5.0
MOE;202304130300;5.2
MOE;202304130310;4.2
MOE;202304130320;4.1
MOE;202304130330;4.6
MOE;202304130340;4.9
MOE;202304130350;4.9
MOE;202304130400;5.0
MOE;202304130410;5.0
MOE;202304130420;5.1
MOE;202304130430;5.0
MOE;202304130440;5.0
MOE;202304130450;5.0
MOE;202304130500;5.0
MOE;202304130510;5.0
MOE;202304130520;5.1
MOE;202304130530;5.0
MOE;202304130540;5.0
MOE;202304130550;5.1
MOE;202304130600;5.3
MOE;202304130610;5.3
MOE;202304130620;5.6
MOE;202304130630;5.8
MOE;202304130640;5.8
MOE;202304130650;6.0
MOE;202304130700;6.1
MOE;202304130710;6.3
MOE;202304130720;6.8
MOE;202304130730;6.6
MOE;202304130740;6.7
MOE;202304130750;7.0
MOE;202304130800;7.3
MOE;202304130810;7.4
MOE;202304130820;7.4
MOE;202304130830;7.7
MOE;202304130840;8.0
MOE;202304130850;7.8
MOE;202304130900;7.7
MOE;202304130910;8.3
MOE;202304130920;8.6
MOE;202304130930;8.1
MOE;202304130940;8.4
MOE;202304130950;8.4
MOE;202304131000;8.4
MOE;202304131010;8.6
MOE;202304131020;8.3
MOE;202304131030;8.0
MOE;202304131040;8.1
MOE;202304131050;7.3
MOE;202304131100;8.4
MOE;202304131110;8.1
MOE;202304131120;8.4
MOE;202304131130;9.1
MOE;202304131140;9.6
MOE;202304131150;9.1
MOE;202304131200;8.1
MOE;202304131210;9.2
MOE;202304131220;9.4
MOE;202304131230;9.9
MOE;202304131240;9.6
MOE;202304131250;9.3
MOE;202304131300;8.1
MOE;202304131310;6.5
MOE;202304131320;6.3
MOE;202304131330;6.7
MOE;202304131340;7.3
MOE;202304131350;8.0
MOE;202304131400;8.4
MOE;202304131410;8.6
MOE;202304131420;8.8
MOE;202304131430;8.4
MOE;202304131440;7.1
MOE;202304131450;6.7
MOE;202304131500;7.1
MOE;202304131510;7.5
MOE;202304131520;7.7
MOE;202304131530;7.6
MOE;202304131540;7.2
MOE;202304131550;7.5
MOE;202304131600;7.6
MOE;202304131610;7.8
MOE;202304131620;7.8
MOE;202304131630;7.9
MOE;202304131640;7.9
MOE;202304131650;7.8
MOE;202304131700;7.7
MOE;202304131710;7.6
MOE;202304131720;7.4
MOE;202304131730;7.3
MOE;202304131740;7.0
MOE;202304131750;6.8
MOE;202304131800;6.6
MOE;202304131810;6.5
MOE;202304131820;6.3
MOE;202304131830;6.2
MOE;202304131840;5.9
MOE;202304131850;5.8
MOE;202304131900;5.7
MOE;202304131910;5.7
MOE;202304131920;5.7
MOE;202304131930;5.4
MOE;202304131940;5.3
MOE;202304131950;5.1
MOE;202304132000;5.0
MOE;202304132010;4.9
MOE;202304132020;4.9
MOE;202304132030;4.6
MOE;202304132040;4.6
MOE;202304132050;4.5
MOE;202304132100;4.3
MOE;202304132110;4.2
MOE;202304132120;4.3
MOE;202304132130;4.3
MOE;202304132140;4.4
MOE;202304132150;4.6
MOE;202304132200;4.6
MOE;202304132210;4.5
MOE;202304132220;4.2
MOE;202304132230;3.8
MOE;202304132240;3.4
MOE;202304132250;2.8
MOE;202304132300;2.9
MOE;202304132310;3.0
MOE;202304132320;3.1
MOE;202304132330;3.3
MOE;202304132340;3.3
MOE;202304132350;3.3
MOE;202304140000;3.2
MOE;202304140010;2.8
MOE;202304140020;2.7
MOE;202304140030;2.5
MOE;202304140040;2.4
MOE;202304140050;2.0
MOE;202304140100;2.0
MOE;202304140110;2.0
MOE;202304140120;1.4
MOE;202304140130;1.4
MOE;202304140140;1.3
MOE;202304140150;1.4
MOE;202304140200;1.3
MOE;202304140210;1.4
MOE;202304140220;1.3
MOE;202304140230;1.4
MOE;202304140240;1.1
MOE;202304140250;1.4
MOE;202304140300;1.1
MOE;202304140310;1.4
MOE;202304140320;0.9
MOE;202304140330;0.6
MOE;202304140340;0.6
MOE;202304140350;0.6
MOE;202304140400;0.8
MOE;202304140410;1.0
MOE;202304140420;1.1
MOE;202304140430;1.2
MOE;202304140440;1.3
MOE;202304140450;1.5
MOE;202304140500;1.4
MOE;202304140510;1.4
MOE;202304140520;1.4
MOE;202304140530;1.7
MOE;202304140540;2.0
MOE;202304140550;2.6
MOE;202304140600;2.7
MOE;202304140610;3.0
MOE;202304140620;3.3
MOE;202304140630;3.5
MOE;202304140640;3.8
MOE;202304140650;4.1
MOE;202304140700;4.6
MOE;202304140710;5.2
MOE;202304140720;6.3
MOE;202304140730;6.7
MOE;202304140740;7.1
MOE;202304140750;7.2
MOE;202304140800;7.7
MOE;202304140810;7.6
MOE;202304140820;7.6
MOE;202304140830;7.9
MOE;202304140840;8.4
MOE;202304140850;8.1
MOE;202304140900;8.2
MOE;202304140910;8.4
MOE;202304140920;8.6
MOE;202304140930;8.8
MOE;202304140940;9.1
MOE;202304140950;9.3
MOE;202304141000;9.5
MOE;202304141010;9.7
MOE;202304141020;9.9
MOE;202304141030;10.3
MOE;202304141040;10.4
MOE;202304141050;10.4
MOE;202304141100;10.7
MOE;202304141110;10.4
MOE;202304141120;11.0
MOE;202304141130;11.5
MOE;202304141140;10.8
MOE;202304141150;11.1
MOE;202304141200;11.2
MOE;202304141210;11.5
MOE;202304141220;12.2
MOE;202304141230;11.9
MOE;202304141240;11.6
MOE;202304141250;11.6
MOE;202304141300;11.6
MOE;202304141310;12.1
MOE;202304141320;12.5
MOE;202304141330;12.5
MOE;202304141340;12.4
MOE;202304141350;12.8
MOE;202304141400;12.8
MOE;202304141410;13.2
MOE;202304141420;12.5
MOE;202304141430;12.8
MOE;202304141440;12.6
MOE;202304141450;12.2
MOE;202304141500;12.2
MOE;202304141510;12.2
MOE;202304141520;12.3
MOE;202304141530;12.4
MOE;202304141540;12.9
MOE;202304141550;12.7
MOE;202304141600;12.7
MOE;202304141610;12.9
MOE;202304141620;12.9
MOE;202304141630;12.9
MOE;202304141640;12.4
MOE;202304141650;12.6
MOE;202304141700;12.5
MOE;202304141710;12.3
MOE;202304141720;11.6
MOE;202304141730;11.4
MOE;202304141740;10.7
MOE;202304141750;9.9
MOE;202304141800;9.7
MOE;202304141810;9.9
MOE;202304141820;9.7
MOE;202304141830;9.6
MOE;202304141840;9.4
MOE;202304141850;9.1
MOE;202304141900;8.9
MOE;202304141910;8.3
MOE;202304141920;7.7
MOE;202304141930;7.3
MOE;202304141940;7.4
MOE;202304141950;6.9
MOE;202304142000;6.9
MOE;202304142010;6.7
MOE;202304142020;6.9
MOE;202304142030;6.2
MOE;202304142040;6.2
MOE;202304142050;6.4
MOE;202304142100;6.0
MOE;202304142110;5.4
MOE;202304142120;4.9
MOE;202304142130;4.9
MOE;202304142140;5.1
MOE;202304142150;5.0
MOE;202304142200;5.3
MOE;202304142210;5.1
MOE;202304142220;4.7
MOE;202304142230;4.4
MOE;202304142240;3.9
MOE;202304142250;4.2
MOE;202304142300;4.2
MOE;202304142310;3.8
MOE;202304142320;3.9
MOE;202304142330;4.2
MOE;202304142340;4.2
MOE;202304142350;4.3
MOE;202304150000;4.2
MOE;202304150010;4.1
MOE;202304150020;4.2
MOE;202304150030;4.1
MOE;202304150040;4.2
MOE;202304150050;4.2
MOE;202304150100;4.3
MOE;202304150110;4.3
MOE;202304150120;4.3
MOE;202304150130;4.3
MOE;202304150140;4.3
MOE;202304150150;4.3
MOE;202304150200;4.3
MOE;202304150210;4.4
MOE;202304150220;4.3
MOE;202304150230;4.4
MOE;202304150240;4.4
MOE;202304150250;4.3
MOE;202304150300;4.3
MOE;202304150310;4.4
MOE;202304150320;4.4
MOE;202304150330;4.3
MOE;202304150340;4.3
MOE;202304150350;4.4
MOE;202304150400;4.6
MOE;202304150410;4.8
MOE;202304150420;4.9
MOE;202304150430;4.9
MOE;202304150440;4.8
MOE;202304150450;4.9
MOE;202304150500;5.0
MOE;202304150510;4.9
MOE;202304150520;4.9
MOE;202304150530;4.7
MOE;202304150540;4.6
MOE;202304150550;4.6
MOE;202304150600;4.6
MOE;202304150610;4.6
MOE;202304150620;4.7
MOE;202304150630;4.8
MOE;202304150640;4.9
MOE;202304150650;5.1
MOE;202304150700;5.2
MOE;202304150710;5.4
MOE;202304150720;5.5
MOE;202304150730;5.6
MOE;202304150740;5.6
MOE;202304150750;5.7
MOE;202304150800;5.9
MOE;202304150810;6.0
MOE;202304150820;6.3
MOE;202304150830;6.6
MOE;202304150840;6.8
MOE;202304150850;7.2
MOE;202304150900;7.5
MOE;202304150910;7.7
MOE;202304150920;7.9
MOE;202304150930;8.1
MOE;202304150940;8.4
MOE;202304150950;8.6
MOE;202304151000;8.8
MOE;202304151010;8.7
MOE;202304151020;8.3
MOE;202304151030;8.2
MOE;202304151040;8.3
MOE;202304151050;8.6
MOE;202304151100;8.5
MOE;202304151110;8.6
MOE;202304151120;8.7
MOE;202304151130;8.8
MOE;202304151140;8.8
MOE;202304151150;8.8
MOE;202304151200;9.0
MOE;202304151210;9.2
MOE;202304151220;9.4
MOE;202304151230;9.5
MOE;202304151240;9.6
MOE;202304151250;9.5
MOE;202304151300;9.6
MOE;202304151310;9.8
MOE;202304151320;9.8
MOE;202304151330;9.7
MOE;202304151340;9.7
MOE;202304151350;9.5
MOE;202304151400;9.4
MOE;202304151410;9.4
MOE;202304151420;9.4
MOE;202304151430;9.6
MOE;202304151440;9.8
MOE;202304151450;10.3
MOE;202304151500;10.3
MOE;202304151510;10.2
MOE;202304151520;10.2
MOE;202304151530;10.7
MOE;202304151540;10.8
MOE;202304151550;10.6
MOE;202304151600;10.7
MOE;202304151610;10.4
MOE;202304151620;10.3
MOE;202304151630;10.4
MOE;202304151640;10.3
MOE;202304151650;10.3
MOE;202304151700;10.3
MOE;202304151710;10.2
MOE;202304151720;10.1
MOE;202304151730;9.9
MOE;202304151740;9.8
MOE;202304151750;9.8
MOE;202304151800;9.6
MOE;202304151810;9.5
MOE;202304151820;9.2
MOE;202304151830;9.2
MOE;202304151840;9.1
MOE;202304151850;9.2
MOE;202304151900;9.0
MOE;202304151910;9.1
MOE;202304151920;8.9
MOE;202304151930;8.4
MOE;202304151940;8.5
MOE;202304151950;8.3
MOE;202304152000;8.1
MOE;202304152010;8.3
MOE;202304152020;8.2
MOE;202304152030;7.9
MOE;202304152040;7.9
MOE;202304152050;8.0
